,time_crime_hour,location_description,cnt,__fileposition__
1921,16,"DAY CARE CENTER",184,72428
1922,16,"OTHER COMMERCIAL TRANSPORTATION",163,72463
1923,16,"TAXICAB",162,72514
1924,16,"MOVIE HOUSE/THEATER",139,72541
1925,16,"",137,72580
1926,16,"APPLIANCE STORE",136,72600
1927,16,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",80,72635
1928,16,"LAKEFRONT/WATERFRONT/RIVERBANK",75,72701
1929,16,"COLLEGE/UNIVERSITY RESIDENCE HALL",58,72751
1930,16,"PAWN SHOP",57,72804
1931,16,"COIN OPERATED MACHINE",57,72833
1932,16,"AIRPORT VENDING ESTABLISHMENT",55,72874
1933,16,"FEDERAL BUILDING",54,72923
1934,16,"AIRPORT EXTERIOR - NON-SECURE AREA",46,72959
1935,16,"DELIVERY TRUCK",43,73013
1936,16,"HIGHWAY/EXPRESSWAY",42,73047
1937,16,"BOAT/WATERCRAFT",40,73085
1938,16,"FIRE STATION",39,73120
1939,16,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",38,73152
1940,16,"JAIL / LOCK-UP FACILITY",36,73219
1941,16,"CEMETARY",36,73262
1942,16,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",35,73290
1943,16,"AUTO",35,73352
1944,16,"POOL ROOM",34,73376
1945,16,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",32,73405
1946,16,"AIRCRAFT",30,73471
1947,16,"BOWLING ALLEY",29,73499
1948,16,"ANIMAL HOSPITAL",29,73532
1949,16,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",28,73567
1950,16,"FOREST PRESERVE",26,73630
1951,16,"AIRPORT PARKING LOT",26,73665
1952,16,"CREDIT UNION",24,73704
1953,16,"HOUSE",24,73736
1954,16,"BRIDGE",23,73761
1955,16,"SAVINGS AND LOAN",20,73787
1956,16,"AIRPORT EXTERIOR - SECURE AREA",11,73823
1957,16,"NEWSSTAND",10,73873
1958,16,"VEHICLE - OTHER RIDE SERVICE",8,73902
1959,16,"PORCH",8,73950
1960,16,"YARD",8,73975
1961,16,"VACANT LOT",6,73999
1962,16,"VEHICLE - DELIVERY TRUCK",6,74029
1963,16,"PARKING LOT",5,74073
1964,16,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",4,74104
1965,16,"AIRPORT TRANSPORTATION SYSTEM (ATS)",4,74168
1966,16,"GAS STATION DRIVE/PROP.",4,74223
1967,16,"HALLWAY",2,74266
1968,16,"RETAIL STORE",2,74293
1969,16,"CTA TRACKS - RIGHT OF WAY",2,74325
1970,16,"SCHOOL YARD",2,74370
1971,16,"DRIVEWAY",2,74401
1972,16,"VESTIBULE",1,74429
1973,16,"CLUB",1,74458
1974,16,"LOADING DOCK",1,74482
1975,16,"COACH HOUSE",1,74514
1976,16,"GANGWAY",1,74545
1977,16,"HOTEL",1,74572
1978,16,"STAIRWELL",1,74597
1979,16,"CHA GROUNDS",1,74626
1980,16,"OFFICE",1,74657
1981,16,"FACTORY",1,74683
1982,16,"CHA HALLWAY",1,74710
1983,17,"STREET",78965,74741
1984,17,"RESIDENCE",49243,74767
1985,17,"SIDEWALK",33238,74796
1986,17,"APARTMENT",30586,74824
1987,17,"OTHER",14446,74853
1988,17,"PARKING LOT/GARAGE(NON.RESID.)",10969,74878
1989,17,"SMALL RETAIL STORE",9104,74928
1990,17,"DEPARTMENT STORE",8543,74966
1991,17,"ALLEY",7358,75002
1992,17,"RESIDENCE-GARAGE",6430,75027
1993,17,"GROCERY FOOD STORE",6305,75063
1994,17,"RESIDENCE PORCH/HALLWAY",6001,75101
1995,17,"RESTAURANT",5331,75144
1996,17,"PARK PROPERTY",4681,75174
1997,17,"VEHICLE NON-COMMERCIAL",4382,75207
1998,17,"COMMERCIAL / BUSINESS OFFICE",3905,75249
1999,17,"RESIDENTIAL YARD (FRONT/BACK)",3358,75297
2000,17,"GAS STATION",3278,75346
2001,17,"CTA PLATFORM",3019,75377
2002,17,"CHA PARKING LOT/GROUNDS",2542,75409
2003,17,"DRUG STORE",2090,75452
2004,17,"SCHOOL, PUBLIC, BUILDING",2070,75482
2005,17,"CTA BUS",1636,75526
2006,17,"CTA TRAIN",1617,75553
2007,17,"CHA APARTMENT",1550,75582
2008,17,"VACANT LOT/LAND",1250,75615
2009,17,"HOTEL/MOTEL",1136,75650
2010,17,"SCHOOL, PUBLIC, GROUNDS",1120,75681
2011,17,"CONSTRUCTION SITE",1089,75724
2012,17,"BANK",1007,75761
2013,17,"CHA HALLWAY/STAIRWELL/ELEVATOR",992,75785
2014,17,"TAVERN/LIQUOR STORE",908,75835
2015,17,"CONVENIENCE STORE",900,75874
2016,17,"AIRPORT/AIRCRAFT",883,75911
2017,17,"HOSPITAL BUILDING/GROUNDS",871,75947
2018,17,"DRIVEWAY - RESIDENTIAL",865,75992
2019,17,"POLICE FACILITY/VEH PARKING LOT",788,76034
2020,17,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",728,76085
2021,17,"CURRENCY EXCHANGE",723,76138
2022,17,"NURSING HOME/RETIREMENT HOME",722,76175
2023,17,"SCHOOL, PRIVATE, BUILDING",661,76223
2024,17,"ATHLETIC CLUB",638,76268
2025,17,"LIBRARY",615,76301
2026,17,"WAREHOUSE",613,76328
2027,17,"ABANDONED BUILDING",589,76357
2028,17,"BAR OR TAVERN",564,76395
2029,17,"BARBERSHOP",540,76428
2030,17,"GOVERNMENT BUILDING/PROPERTY",529,76458
2031,17,"MEDICAL/DENTAL OFFICE",473,76506
2032,17,"CTA GARAGE / OTHER PROPERTY",454,76547
2033,17,"FACTORY/MANUFACTURING BUILDING",421,76594
2034,17,"COLLEGE/UNIVERSITY GROUNDS",387,76644
2035,17,"OTHER RAILROAD PROP / TRAIN DEPOT",307,76690
2036,17,"CTA BUS STOP",301,76743
2037,17,"CLEANING STORE",299,76775
2038,17,"SPORTS ARENA/STADIUM",274,76809
2039,17,"ATM (AUTOMATIC TELLER MACHINE)",241,76849
2040,17,"VEHICLE-COMMERCIAL",227,76899
2041,17,"DAY CARE CENTER",222,76937
2042,17,"CTA STATION",221,76972
2043,17,"TAXICAB",196,77003
2044,17,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",186,77030
2045,17,"SCHOOL, PRIVATE, GROUNDS",185,77092
2046,17,"CAR WASH",184,77136
2047,17,"",143,77164
2048,17,"OTHER COMMERCIAL TRANSPORTATION",140,77184
2049,17,"MOVIE HOUSE/THEATER",130,77235
2050,17,"APPLIANCE STORE",129,77274
2051,17,"LAKEFRONT/WATERFRONT/RIVERBANK",89,77309
2052,17,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",82,77359
2053,17,"COLLEGE/UNIVERSITY RESIDENCE HALL",77,77425
2054,17,"COIN OPERATED MACHINE",52,77478
2055,17,"HIGHWAY/EXPRESSWAY",51,77519
2056,17,"JAIL / LOCK-UP FACILITY",49,77557
2057,17,"AUTO",47,77600
2058,17,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",41,77624
2059,17,"POOL ROOM",39,77686
2060,17,"AIRPORT VENDING ESTABLISHMENT",37,77715
2061,17,"ANIMAL HOSPITAL",36,77764
2062,17,"BOAT/WATERCRAFT",36,77799
2063,17,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",33,77834
2064,17,"AIRPORT PARKING LOT",33,77901
2065,17,"BOWLING ALLEY",32,77940
2066,17,"FEDERAL BUILDING",32,77973
2067,17,"PAWN SHOP",32,78009
2068,17,"DELIVERY TRUCK",31,78038
2069,17,"AIRPORT EXTERIOR - NON-SECURE AREA",27,78072
2070,17,"AIRCRAFT",27,78126
2071,17,"FIRE STATION",27,78154
2072,17,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",25,78186
2073,17,"CEMETARY",25,78252
2074,17,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",22,78280
2075,17,"BRIDGE",21,78343
2076,17,"HOUSE",17,78369
2077,17,"SAVINGS AND LOAN",17,78394
2078,17,"FOREST PRESERVE",15,78430
2079,17,"PORCH",14,78465
2080,17,"NEWSSTAND",13,78490
2081,17,"VEHICLE - OTHER RIDE SERVICE",12,78519
2082,17,"AIRPORT EXTERIOR - SECURE AREA",11,78567
2083,17,"CREDIT UNION",9,78617
2084,17,"YARD",8,78649
2085,17,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",7,78673
2086,17,"AIRPORT TRANSPORTATION SYSTEM (ATS)",7,78737
2087,17,"PARKING LOT",3,78792
2088,17,"RETAIL STORE",3,78823
2089,17,"VACANT LOT",3,78855
2090,17,"GANGWAY",2,78885
2091,17,"CHA PARKING LOT",2,78912
2092,17,"HALLWAY",2,78947
2093,17,"BASEMENT",2,78974
2094,17,"CTA TRACKS - RIGHT OF WAY",2,79002
2095,17,"GARAGE",1,79047
2096,17,"WOODED AREA",1,79073
2097,17,"FACTORY",1,79104
2098,17,"DUMPSTER",1,79131
2099,17,"RIVER",1,79159
2100,17,"VEHICLE - DELIVERY TRUCK",1,79184
2101,17,"TAVERN",1,79228
2102,18,"STREET",93768,79254
2103,18,"RESIDENCE",51418,79280
2104,18,"SIDEWALK",39043,79309
2105,18,"APARTMENT",31986,79337
2106,18,"OTHER",14128,79366
2107,18,"PARKING LOT/GARAGE(NON.RESID.)",11740,79391
2108,18,"ALLEY",8513,79441
2109,18,"SMALL RETAIL STORE",8322,79466
2110,18,"RESIDENCE-GARAGE",7702,79504
2111,18,"DEPARTMENT STORE",7257,79540
2112,18,"RESIDENCE PORCH/HALLWAY",6564,79576
2113,18,"GROCERY FOOD STORE",6460,79619
2114,18,"RESTAURANT",5939,79657
2115,18,"VEHICLE NON-COMMERCIAL",5220,79687
2116,18,"PARK PROPERTY",4868,79729
2117,18,"RESIDENTIAL YARD (FRONT/BACK)",3816,79762
2118,18,"GAS STATION",3648,79811
2119,18,"CHA PARKING LOT/GROUNDS",3278,79842
2120,18,"COMMERCIAL / BUSINESS OFFICE",2631,79885
2121,18,"CTA PLATFORM",2220,79933
2122,18,"DRUG STORE",1907,79965
2123,18,"CHA APARTMENT",1623,79995
2124,18,"SCHOOL, PUBLIC, BUILDING",1543,80028
2125,18,"CTA BUS",1379,80072
2126,18,"CHA HALLWAY/STAIRWELL/ELEVATOR",1337,80099
2127,18,"TAVERN/LIQUOR STORE",1314,80149
2128,18,"CTA TRAIN",1306,80188
2129,18,"VACANT LOT/LAND",1272,80217
2130,18,"HOTEL/MOTEL",1230,80252
2131,18,"DRIVEWAY - RESIDENTIAL",1117,80283
2132,18,"CONVENIENCE STORE",1008,80325
2133,18,"SCHOOL, PUBLIC, GROUNDS",987,80362
2134,18,"POLICE FACILITY/VEH PARKING LOT",886,80405
2135,18,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",857,80456
2136,18,"AIRPORT/AIRCRAFT",825,80509
2137,18,"HOSPITAL BUILDING/GROUNDS",824,80545
2138,18,"CONSTRUCTION SITE",768,80590
2139,18,"BAR OR TAVERN",709,80627
2140,18,"NURSING HOME/RETIREMENT HOME",686,80660
2141,18,"CURRENCY EXCHANGE",683,80708
2142,18,"BANK",669,80745
2143,18,"ATHLETIC CLUB",632,80769
2144,18,"BARBERSHOP",548,80802
2145,18,"SCHOOL, PRIVATE, BUILDING",529,80832
2146,18,"ABANDONED BUILDING",525,80877
2147,18,"WAREHOUSE",480,80915
2148,18,"CTA GARAGE / OTHER PROPERTY",474,80944
2149,18,"GOVERNMENT BUILDING/PROPERTY",394,80991
2150,18,"CLEANING STORE",381,81039
2151,18,"FACTORY/MANUFACTURING BUILDING",350,81073
2152,18,"OTHER RAILROAD PROP / TRAIN DEPOT",349,81123
2153,18,"LIBRARY",341,81176
2154,18,"MEDICAL/DENTAL OFFICE",338,81203
2155,18,"CTA BUS STOP",306,81244
2156,18,"SPORTS ARENA/STADIUM",298,81276
2157,18,"COLLEGE/UNIVERSITY GROUNDS",280,81316
2158,18,"DAY CARE CENTER",272,81362
2159,18,"TAXICAB",240,81397
2160,18,"ATM (AUTOMATIC TELLER MACHINE)",234,81424
2161,18,"VEHICLE-COMMERCIAL",223,81474
2162,18,"SCHOOL, PRIVATE, GROUNDS",193,81512
2163,18,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",184,81556
2164,18,"MOVIE HOUSE/THEATER",183,81618
2165,18,"CAR WASH",183,81657
2166,18,"CTA STATION",174,81685
2167,18,"",128,81716
2168,18,"APPLIANCE STORE",119,81736
2169,18,"OTHER COMMERCIAL TRANSPORTATION",113,81771
2170,18,"LAKEFRONT/WATERFRONT/RIVERBANK",70,81822
2171,18,"COIN OPERATED MACHINE",63,81872
2172,18,"COLLEGE/UNIVERSITY RESIDENCE HALL",54,81913
2173,18,"BOAT/WATERCRAFT",53,81966
2174,18,"JAIL / LOCK-UP FACILITY",52,82001
2175,18,"AUTO",50,82044
2176,18,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",49,82068
2177,18,"AIRPORT VENDING ESTABLISHMENT",48,82134
2178,18,"HIGHWAY/EXPRESSWAY",47,82183
2179,18,"POOL ROOM",47,82221
2180,18,"BOWLING ALLEY",43,82250
2181,18,"FIRE STATION",40,82283
2182,18,"ANIMAL HOSPITAL",40,82315
2183,18,"AIRCRAFT",38,82350
2184,18,"PAWN SHOP",35,82378
2185,18,"AIRPORT EXTERIOR - NON-SECURE AREA",34,82407
2186,18,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",32,82461
2187,18,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",31,82527
2188,18,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",30,82594
2189,18,"HOUSE",28,82656
2190,18,"AIRPORT PARKING LOT",28,82681
2191,18,"FOREST PRESERVE",26,82720
2192,18,"DELIVERY TRUCK",25,82755
2193,18,"BRIDGE",24,82789
2194,18,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",21,82815
2195,18,"SAVINGS AND LOAN",20,82878
2196,18,"FEDERAL BUILDING",18,82914
2197,18,"CREDIT UNION",17,82950
2198,18,"AIRPORT EXTERIOR - SECURE AREA",15,82982
2199,18,"PORCH",13,83032
2200,18,"NEWSSTAND",12,83057
2201,18,"CEMETARY",10,83086
2202,18,"PARKING LOT",10,83114
2203,18,"RETAIL STORE",9,83145
2204,18,"VEHICLE - OTHER RIDE SERVICE",7,83177
2205,18,"HALLWAY",6,83225
2206,18,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",5,83252
2207,18,"AIRPORT TRANSPORTATION SYSTEM (ATS)",5,83316
2208,18,"YARD",5,83371
2209,18,"VACANT LOT",4,83395
2210,18,"CTA TRACKS - RIGHT OF WAY",3,83425
2211,18,"GANGWAY",3,83470
2212,18,"GAS STATION DRIVE/PROP.",2,83497
2213,18,"VEHICLE - DELIVERY TRUCK",2,83540
2214,18,"CHA HALLWAY",2,83584
2215,18,"TAVERN",1,83615
2216,18,"CTA ""L"" TRAIN",1,83641
2217,18,"ELEVATOR",1,83674
2218,18,"CHA PLAY LOT",1,83702
2219,18,"CHA GROUNDS",1,83734
2220,18,"PRAIRIE",1,83765
2221,18,"CHA LOBBY",1,83792
2222,18,"GARAGE/AUTO REPAIR",1,83821
2223,18,"VESTIBULE",1,83859
2224,18,"BARBER SHOP/BEAUTY SALON",1,83888
2225,18,"BASEMENT",1,83932
2226,19,"STREET",104271,83960
2227,19,"RESIDENCE",49622,83986
2228,19,"SIDEWALK",48485,84015
2229,19,"APARTMENT",31748,84043
2230,19,"OTHER",12774,84072
2231,19,"PARKING LOT/GARAGE(NON.RESID.)",11322,84097
2232,19,"ALLEY",10240,84147
2233,19,"RESIDENCE PORCH/HALLWAY",7143,84172
2234,19,"SMALL RETAIL STORE",6998,84215
2235,19,"RESIDENCE-GARAGE",6969,84253
2236,19,"RESTAURANT",6407,84289
2237,19,"DEPARTMENT STORE",5650,84319
2238,19,"GROCERY FOOD STORE",5637,84355
2239,19,"VEHICLE NON-COMMERCIAL",5596,84393
2240,19,"PARK PROPERTY",4808,84435
2241,19,"CHA PARKING LOT/GROUNDS",4069,84468
2242,19,"GAS STATION",4010,84511
2243,19,"RESIDENTIAL YARD (FRONT/BACK)",3891,84542
2244,19,"CTA PLATFORM",3059,84591
2245,19,"CHA APARTMENT",1788,84623
2246,19,"DRUG STORE",1782,84656
2247,19,"COMMERCIAL / BUSINESS OFFICE",1765,84686
2248,19,"CHA HALLWAY/STAIRWELL/ELEVATOR",1727,84734
2249,19,"TAVERN/LIQUOR STORE",1527,84784
2250,19,"HOTEL/MOTEL",1393,84823
2251,19,"VACANT LOT/LAND",1275,84854
2252,19,"CTA BUS",1238,84889
2253,19,"CTA TRAIN",1225,84916
2254,19,"SCHOOL, PUBLIC, BUILDING",1168,84945
2255,19,"DRIVEWAY - RESIDENTIAL",1121,84989
2256,19,"CONVENIENCE STORE",1031,85031
2257,19,"BAR OR TAVERN",906,85068
2258,19,"SCHOOL, PUBLIC, GROUNDS",854,85101
2259,19,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",800,85144
2260,19,"POLICE FACILITY/VEH PARKING LOT",796,85197
2261,19,"HOSPITAL BUILDING/GROUNDS",768,85248
2262,19,"AIRPORT/AIRCRAFT",711,85293
2263,19,"NURSING HOME/RETIREMENT HOME",639,85329
2264,19,"CTA GARAGE / OTHER PROPERTY",636,85377
2265,19,"ABANDONED BUILDING",606,85424
2266,19,"BARBERSHOP",558,85462
2267,19,"ATHLETIC CLUB",520,85492
2268,19,"CURRENCY EXCHANGE",503,85525
2269,19,"CONSTRUCTION SITE",448,85562
2270,19,"SPORTS ARENA/STADIUM",407,85599
2271,19,"CLEANING STORE",395,85639
2272,19,"BANK",384,85673
2273,19,"GOVERNMENT BUILDING/PROPERTY",374,85697
2274,19,"SCHOOL, PRIVATE, BUILDING",350,85745
2275,19,"CTA BUS STOP",324,85790
2276,19,"OTHER RAILROAD PROP / TRAIN DEPOT",319,85822
2277,19,"WAREHOUSE",313,85875
2278,19,"LIBRARY",262,85904
2279,19,"TAXICAB",259,85931
2280,19,"MOVIE HOUSE/THEATER",252,85958
2281,19,"MEDICAL/DENTAL OFFICE",246,85997
2282,19,"COLLEGE/UNIVERSITY GROUNDS",228,86038
2283,19,"FACTORY/MANUFACTURING BUILDING",217,86084
2284,19,"VEHICLE-COMMERCIAL",215,86134
2285,19,"ATM (AUTOMATIC TELLER MACHINE)",188,86172
2286,19,"CTA STATION",152,86222
2287,19,"CAR WASH",149,86253
2288,19,"SCHOOL, PRIVATE, GROUNDS",147,86281
2289,19,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",146,86325
2290,19,"OTHER COMMERCIAL TRANSPORTATION",124,86387
2291,19,"",115,86438
2292,19,"APPLIANCE STORE",100,86458
2293,19,"LAKEFRONT/WATERFRONT/RIVERBANK",73,86493
2294,19,"DAY CARE CENTER",63,86543
2295,19,"HIGHWAY/EXPRESSWAY",58,86578
2296,19,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",56,86616
2297,19,"ANIMAL HOSPITAL",56,86682
2298,19,"COIN OPERATED MACHINE",56,86717
2299,19,"JAIL / LOCK-UP FACILITY",56,86758
2300,19,"AIRCRAFT",51,86801
2301,19,"COLLEGE/UNIVERSITY RESIDENCE HALL",49,86829
2302,19,"BOWLING ALLEY",45,86882
2303,19,"AIRPORT VENDING ESTABLISHMENT",43,86915
2304,19,"AUTO",39,86964
2305,19,"AIRPORT EXTERIOR - NON-SECURE AREA",34,86988
2306,19,"BOAT/WATERCRAFT",32,87042
2307,19,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",30,87077
2308,19,"DELIVERY TRUCK",29,87143
2309,19,"POOL ROOM",28,87177
2310,19,"BRIDGE",23,87206
2311,19,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",23,87232
2312,19,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",22,87295
2313,19,"AIRPORT PARKING LOT",21,87357
2314,19,"SAVINGS AND LOAN",21,87396
2315,19,"FIRE STATION",20,87432
2316,19,"HOUSE",19,87464
2317,19,"FOREST PRESERVE",19,87489
2318,19,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",18,87524
2319,19,"PAWN SHOP",18,87591
2320,19,"PORCH",15,87620
2321,19,"NEWSSTAND",14,87645
2322,19,"VEHICLE - OTHER RIDE SERVICE",13,87674
2323,19,"FEDERAL BUILDING",13,87722
2324,19,"CEMETARY",11,87758
2325,19,"PARKING LOT",8,87786
2326,19,"AIRPORT EXTERIOR - SECURE AREA",8,87817
2327,19,"YARD",5,87867
2328,19,"VACANT LOT",4,87891
2329,19,"HALLWAY",4,87921
2330,19,"CHA HALLWAY",4,87948
2331,19,"RETAIL STORE",3,87979
2332,19,"GARAGE",3,88011
2333,19,"AIRPORT TRANSPORTATION SYSTEM (ATS)",3,88037
2334,19,"CHA PARKING LOT",3,88092
2335,19,"CREDIT UNION",3,88127
2336,19,"CTA TRACKS - RIGHT OF WAY",2,88159
2337,19,"GANGWAY",2,88204
2338,19,"VEHICLE - DELIVERY TRUCK",1,88231
2339,19,"CHA GROUNDS",1,88275
2340,19,"FUNERAL PARLOR",1,88306
2341,19,"GAS STATION DRIVE/PROP.",1,88340
2342,19,"TAXI CAB",1,88383
2343,19,"BASEMENT",1,88411
2344,19,"STAIRWELL",1,88439
2345,20,"STREET",114584,88468
2346,20,"RESIDENCE",50447,88494
2347,20,"SIDEWALK",48005,88523
2348,20,"APARTMENT",32401,88551
2349,20,"OTHER",11623,88580
2350,20,"ALLEY",10288,88605
2351,20,"PARKING LOT/GARAGE(NON.RESID.)",10060,88630
2352,20,"RESIDENCE-GARAGE",7549,88680
2353,20,"RESIDENCE PORCH/HALLWAY",7414,88716
2354,20,"RESTAURANT",6271,88759
2355,20,"VEHICLE NON-COMMERCIAL",6019,88789
2356,20,"SMALL RETAIL STORE",4921,88831
2357,20,"GROCERY FOOD STORE",4795,88869
2358,20,"GAS STATION",4334,88907
2359,20,"CHA PARKING LOT/GROUNDS",4108,88938
2360,20,"PARK PROPERTY",4098,88981
2361,20,"DEPARTMENT STORE",3814,89014
2362,20,"RESIDENTIAL YARD (FRONT/BACK)",3728,89050
2363,20,"CTA PLATFORM",2437,89099
2364,20,"CHA HALLWAY/STAIRWELL/ELEVATOR",1910,89131
2365,20,"CHA APARTMENT",1853,89181
2366,20,"DRUG STORE",1525,89214
2367,20,"TAVERN/LIQUOR STORE",1477,89244
2368,20,"HOTEL/MOTEL",1384,89283
2369,20,"COMMERCIAL / BUSINESS OFFICE",1286,89314
2370,20,"DRIVEWAY - RESIDENTIAL",1251,89362
2371,20,"BAR OR TAVERN",1160,89404
2372,20,"VACANT LOT/LAND",1115,89437
2373,20,"CTA TRAIN",1048,89472
2374,20,"CTA BUS",960,89501
2375,20,"SCHOOL, PUBLIC, BUILDING",927,89528
2376,20,"CONVENIENCE STORE",797,89572
2377,20,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",752,89609
2378,20,"POLICE FACILITY/VEH PARKING LOT",710,89662
2379,20,"HOSPITAL BUILDING/GROUNDS",689,89713
2380,20,"SCHOOL, PUBLIC, GROUNDS",650,89758
2381,20,"AIRPORT/AIRCRAFT",639,89801
2382,20,"NURSING HOME/RETIREMENT HOME",606,89837
2383,20,"BARBERSHOP",556,89885
2384,20,"ABANDONED BUILDING",483,89915
2385,20,"CTA GARAGE / OTHER PROPERTY",472,89953
2386,20,"SPORTS ARENA/STADIUM",456,90000
2387,20,"CURRENCY EXCHANGE",418,90040
2388,20,"ATHLETIC CLUB",407,90077
2389,20,"GOVERNMENT BUILDING/PROPERTY",325,90110
2390,20,"SCHOOL, PRIVATE, BUILDING",317,90158
2391,20,"CONSTRUCTION SITE",311,90203
2392,20,"CTA BUS STOP",298,90240
2393,20,"WAREHOUSE",288,90272
2394,20,"OTHER RAILROAD PROP / TRAIN DEPOT",287,90301
2395,20,"TAXICAB",282,90354
2396,20,"BANK",268,90381
2397,20,"MOVIE HOUSE/THEATER",237,90405
2398,20,"CLEANING STORE",226,90444
2399,20,"FACTORY/MANUFACTURING BUILDING",214,90478
2400,20,"COLLEGE/UNIVERSITY GROUNDS",208,90528
2401,20,"VEHICLE-COMMERCIAL",192,90574
2402,20,"ATM (AUTOMATIC TELLER MACHINE)",190,90612
2403,20,"LIBRARY",164,90662
2404,20,"CAR WASH",140,90689
2405,20,"MEDICAL/DENTAL OFFICE",136,90717
2406,20,"SCHOOL, PRIVATE, GROUNDS",129,90758
2407,20,"OTHER COMMERCIAL TRANSPORTATION",123,90802
2408,20,"CTA STATION",115,90853
2409,20,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",96,90884
2410,20,"",91,90946
2411,20,"COIN OPERATED MACHINE",74,90966
2412,20,"APPLIANCE STORE",69,91007
2413,20,"LAKEFRONT/WATERFRONT/RIVERBANK",69,91042
2414,20,"DAY CARE CENTER",69,91092
2415,20,"HIGHWAY/EXPRESSWAY",67,91127
2416,20,"AUTO",56,91165
2417,20,"JAIL / LOCK-UP FACILITY",52,91189
2418,20,"POOL ROOM",50,91232
2419,20,"COLLEGE/UNIVERSITY RESIDENCE HALL",50,91261
2420,20,"BOWLING ALLEY",50,91314
2421,20,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",49,91347
2422,20,"FIRE STATION",43,91413
2423,20,"AIRCRAFT",39,91445
2424,20,"ANIMAL HOSPITAL",39,91473
2425,20,"AIRPORT VENDING ESTABLISHMENT",39,91508
2426,20,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",38,91557
2427,20,"BOAT/WATERCRAFT",36,91624
2428,20,"AIRPORT EXTERIOR - NON-SECURE AREA",34,91659
2429,20,"AIRPORT PARKING LOT",29,91713
2430,20,"HOUSE",22,91752
2431,20,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",21,91777
2432,20,"FOREST PRESERVE",21,91843
2433,20,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",19,91878
2434,20,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",15,91940
2435,20,"DELIVERY TRUCK",15,92003
2436,20,"AIRPORT EXTERIOR - SECURE AREA",15,92037
2437,20,"YARD",13,92087
2438,20,"BRIDGE",13,92111
2439,20,"PORCH",11,92137
2440,20,"NEWSSTAND",10,92162
2441,20,"VEHICLE - OTHER RIDE SERVICE",9,92191
2442,20,"CEMETARY",9,92239
2443,20,"PARKING LOT",9,92267
2444,20,"FEDERAL BUILDING",9,92298
2445,20,"SAVINGS AND LOAN",8,92334
2446,20,"RETAIL STORE",8,92370
2447,20,"GARAGE",7,92402
2448,20,"PAWN SHOP",6,92428
2449,20,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",6,92457
2450,20,"CREDIT UNION",6,92521
2451,20,"HALLWAY",6,92553
2452,20,"AIRPORT TRANSPORTATION SYSTEM (ATS)",4,92580
2453,20,"CHA PARKING LOT",4,92635
2454,20,"VACANT LOT",2,92670
2455,20,"GANGWAY",2,92700
2456,20,"DRIVEWAY",2,92727
2457,20,"GAS STATION DRIVE/PROP.",2,92755
2458,20,"BARBER SHOP/BEAUTY SALON",2,92798
2459,20,"BASEMENT",2,92842
2460,20,"VESTIBULE",1,92870
2461,20,"CHA LOBBY",1,92899
2462,20,"SEWER",1,92928
2463,20,"VEHICLE - DELIVERY TRUCK",1,92953
2464,20,"CHA STAIRWELL",1,92997
2465,20,"CLUB",1,93030
2466,20,"CHA HALLWAY",1,93054
2467,20,"WOODED AREA",1,93085
2468,20,"CTA TRACKS - RIGHT OF WAY",1,93116
2469,20,"GARAGE/AUTO REPAIR",1,93161
