,time_crime_hour,location_description,cnt,__fileposition__
578,5,"HOSPITAL BUILDING/GROUNDS",336,21724
579,5,"HOTEL/MOTEL",607,21769
580,5,"HOUSE",19,21800
581,5,"JAIL / LOCK-UP FACILITY",22,21825
582,5,"LAKE",1,21868
583,5,"LAKEFRONT/WATERFRONT/RIVERBANK",23,21892
584,5,"LIBRARY",8,21942
585,5,"LIQUOR STORE",1,21969
586,5,"LIVERY STAND OFFICE",1,22001
587,5,"MEDICAL/DENTAL OFFICE",45,22040
588,5,"MOTEL",1,22081
589,5,"MOVIE HOUSE/THEATER",8,22106
590,5,"NEWSSTAND",3,22145
591,5,"NURSING HOME",1,22174
592,5,"NURSING HOME/RETIREMENT HOME",175,22206
593,5,"OTHER",2495,22254
594,5,"OTHER COMMERCIAL TRANSPORTATION",56,22279
595,5,"OTHER RAILROAD PROP / TRAIN DEPOT",97,22330
596,5,"PARK PROPERTY",180,22383
597,5,"PARKING LOT",5,22416
598,5,"PARKING LOT/GARAGE(NON.RESID.)",2360,22447
599,5,"PAWN SHOP",4,22497
600,5,"POLICE FACILITY/VEH PARKING LOT",248,22526
601,5,"POOL ROOM",8,22577
602,5,"PORCH",6,22606
603,5,"RESIDENCE",15611,22631
604,5,"RESIDENCE PORCH/HALLWAY",1268,22660
605,5,"RESIDENCE-GARAGE",2273,22703
606,5,"RESIDENTIAL YARD (FRONT/BACK)",759,22739
607,5,"RESTAURANT",1372,22788
608,5,"SAVINGS AND LOAN",4,22818
609,5,"SCHOOL, PRIVATE, BUILDING",45,22854
610,5,"SCHOOL, PRIVATE, GROUNDS",21,22899
611,5,"SCHOOL, PUBLIC, BUILDING",160,22943
612,5,"SCHOOL, PUBLIC, GROUNDS",70,22987
613,5,"SIDEWALK",5428,23030
614,5,"SMALL RETAIL STORE",978,23058
615,5,"SPORTS ARENA/STADIUM",45,23096
616,5,"STREET",24624,23136
617,5,"TAVERN",1,23162
618,5,"TAVERN/LIQUOR STORE",195,23188
619,5,"TAXI CAB",1,23227
620,5,"TAXICAB",247,23255
621,5,"VACANT LOT",5,23282
622,5,"VACANT LOT/LAND",224,23312
623,5,"VEHICLE - OTHER RIDE SERVICE",9,23347
624,5,"VEHICLE NON-COMMERCIAL",1886,23395
625,5,"VEHICLE-COMMERCIAL",84,23437
626,5,"VESTIBULE",2,23475
627,5,"WAREHOUSE",123,23504
628,5,"YARD",7,23533
629,6,"",27,23557
630,6,"ABANDONED BUILDING",151,23577
631,6,"AIRCRAFT",15,23615
632,6,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",15,23643
633,6,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",16,23710
634,6,"AIRPORT EXTERIOR - NON-SECURE AREA",21,23773
635,6,"AIRPORT EXTERIOR - SECURE AREA",7,23827
636,6,"AIRPORT PARKING LOT",26,23877
637,6,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",41,23916
638,6,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",22,23982
639,6,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",1,24044
640,6,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",34,24108
641,6,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",271,24174
642,6,"AIRPORT TRANSPORTATION SYSTEM (ATS)",2,24236
643,6,"AIRPORT VENDING ESTABLISHMENT",11,24291
644,6,"AIRPORT/AIRCRAFT",707,24340
645,6,"ALLEY",1600,24376
646,6,"ANIMAL HOSPITAL",14,24401
647,6,"APARTMENT",14899,24436
648,6,"APPLIANCE STORE",16,24465
649,6,"ATHLETIC CLUB",114,24500
650,6,"ATM (AUTOMATIC TELLER MACHINE)",119,24533
651,6,"AUTO",27,24583
652,6,"BANK",154,24607
653,6,"BAR OR TAVERN",126,24631
654,6,"BARBERSHOP",73,24664
655,6,"BASEMENT",2,24694
656,6,"BOAT/WATERCRAFT",8,24722
657,6,"BOWLING ALLEY",1,24757
658,6,"BRIDGE",15,24790
659,6,"CAR WASH",27,24816
660,6,"CHA APARTMENT",633,24844
661,6,"CHA GROUNDS",2,24877
662,6,"CHA HALLWAY/STAIRWELL/ELEVATOR",206,24908
663,6,"CHA PARKING LOT/GROUNDS",485,24958
664,6,"CHA STAIRWELL",1,25001
665,6,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",152,25034
666,6,"CLEANING STORE",81,25087
667,6,"CLUB",1,25121
668,6,"COIN OPERATED MACHINE",22,25145
669,6,"COLLEGE/UNIVERSITY GROUNDS",43,25186
670,6,"COLLEGE/UNIVERSITY RESIDENCE HALL",18,25232
671,6,"COMMERCIAL / BUSINESS OFFICE",521,25285
672,6,"CONSTRUCTION SITE",337,25333
673,6,"CONVENIENCE STORE",129,25370
674,6,"CREDIT UNION",6,25407
675,6,"CTA BUS",245,25439
676,6,"CTA BUS STOP",134,25466
677,6,"CTA GARAGE / OTHER PROPERTY",326,25498
678,6,"CTA PLATFORM",427,25545
679,6,"CTA STATION",68,25577
680,6,"CTA TRAIN",420,25608
681,6,"CURRENCY EXCHANGE",72,25637
682,6,"DAY CARE CENTER",74,25674
683,6,"DELIVERY TRUCK",15,25709
684,6,"DEPARTMENT STORE",133,25743
685,6,"DRIVEWAY - RESIDENTIAL",408,25779
686,6,"DRUG STORE",175,25821
687,6,"DUMPSTER",1,25851
688,6,"FACTORY/MANUFACTURING BUILDING",218,25879
689,6,"FEDERAL BUILDING",8,25929
690,6,"FIRE STATION",48,25965
691,6,"GANGWAY",2,25997
692,6,"GARAGE",2,26024
693,6,"GAS STATION",1168,26050
694,6,"GAS STATION DRIVE/PROP.",1,26081
695,6,"GOVERNMENT BUILDING",1,26124
696,6,"GOVERNMENT BUILDING/PROPERTY",696,26163
697,6,"GROCERY FOOD STORE",799,26211
698,6,"HALLWAY",2,26249
699,6,"HIGHWAY/EXPRESSWAY",13,26276
700,6,"HOSPITAL BUILDING/GROUNDS",460,26314
701,6,"HOTEL",1,26359
702,6,"HOTEL/MOTEL",586,26384
703,6,"HOUSE",14,26415
704,6,"JAIL / LOCK-UP FACILITY",22,26440
705,6,"LAKEFRONT/WATERFRONT/RIVERBANK",14,26483
706,6,"LIBRARY",10,26533
707,6,"MEDICAL/DENTAL OFFICE",53,26560
708,6,"MOVIE HOUSE/THEATER",8,26601
709,6,"NEWSSTAND",8,26640
710,6,"NURSING HOME/RETIREMENT HOME",289,26669
711,6,"OTHER",3230,26717
712,6,"OTHER COMMERCIAL TRANSPORTATION",72,26742
713,6,"OTHER RAILROAD PROP / TRAIN DEPOT",119,26793
714,6,"PARK PROPERTY",296,26846
715,6,"PARKING LOT",2,26879
716,6,"PARKING LOT/GARAGE(NON.RESID.)",3779,26910
717,6,"PAWN SHOP",1,26960
718,6,"POLICE FACILITY/VEH PARKING LOT",1266,26989
719,6,"POOL ROOM",8,27040
720,6,"PORCH",6,27069
721,6,"RESIDENCE",19629,27094
722,6,"RESIDENCE PORCH/HALLWAY",1389,27123
723,6,"RESIDENCE-GARAGE",3219,27166
724,6,"RESIDENTIAL YARD (FRONT/BACK)",1040,27202
725,6,"RESTAURANT",1081,27251
726,6,"RETAIL STORE",3,27281
727,6,"SAVINGS AND LOAN",2,27313
728,6,"SCHOOL, PRIVATE, BUILDING",103,27349
729,6,"SCHOOL, PRIVATE, GROUNDS",34,27394
730,6,"SCHOOL, PUBLIC, BUILDING",438,27438
731,6,"SCHOOL, PUBLIC, GROUNDS",161,27482
732,6,"SIDEWALK",4843,27525
733,6,"SMALL RETAIL STORE",786,27553
734,6,"SPORTS ARENA/STADIUM",50,27591
735,6,"STREET",28317,27631
736,6,"TAVERN",1,27657
737,6,"TAVERN/LIQUOR STORE",86,27683
738,6,"TAXICAB",150,27722
739,6,"VACANT LOT",1,27749
740,6,"VACANT LOT/LAND",278,27779
741,6,"VEHICLE - DELIVERY TRUCK",1,27814
742,6,"VEHICLE - OTHER RIDE SERVICE",8,27858
743,6,"VEHICLE NON-COMMERCIAL",1789,27906
744,6,"VEHICLE-COMMERCIAL",92,27948
745,6,"VESTIBULE",1,27986
746,6,"WAREHOUSE",209,28015
747,6,"YARD",7,28044
748,7,"",63,28068
749,7,"ABANDONED BUILDING",185,28088
750,7,"AIRCRAFT",12,28126
751,7,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",22,28154
752,7,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",20,28221
753,7,"AIRPORT EXTERIOR - NON-SECURE AREA",14,28284
754,7,"AIRPORT EXTERIOR - SECURE AREA",6,28338
755,7,"AIRPORT PARKING LOT",19,28388
756,7,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",159,28427
757,7,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",25,28493
758,7,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",3,28555
759,7,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",46,28619
760,7,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",247,28685
761,7,"AIRPORT TRANSPORTATION SYSTEM (ATS)",6,28747
762,7,"AIRPORT VENDING ESTABLISHMENT",23,28802
763,7,"AIRPORT/AIRCRAFT",834,28851
764,7,"ALLEY",2029,28887
765,7,"ANIMAL HOSPITAL",13,28912
766,7,"APARTMENT",20760,28947
767,7,"APPLIANCE STORE",17,28976
768,7,"ATHLETIC CLUB",149,29011
769,7,"ATM (AUTOMATIC TELLER MACHINE)",129,29044
770,7,"AUTO",17,29094
771,7,"BANK",334,29118
772,7,"BAR OR TAVERN",76,29142
773,7,"BARBERSHOP",86,29175
774,7,"BOAT/WATERCRAFT",13,29205
775,7,"BRIDGE",10,29240
776,7,"CAR WASH",40,29266
777,7,"CEMETARY",2,29294
778,7,"CHA APARTMENT",903,29322
779,7,"CHA GROUNDS",1,29355
780,7,"CHA HALLWAY/STAIRWELL/ELEVATOR",546,29386
781,7,"CHA PARKING LOT",1,29436
782,7,"CHA PARKING LOT/GROUNDS",1137,29471
783,7,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",283,29514
784,7,"CLEANING STORE",102,29567
785,7,"COACH HOUSE",1,29601
786,7,"COIN OPERATED MACHINE",20,29632
787,7,"COLLEGE/UNIVERSITY GROUNDS",96,29673
788,7,"COLLEGE/UNIVERSITY RESIDENCE HALL",17,29719
789,7,"COMMERCIAL / BUSINESS OFFICE",997,29772
790,7,"CONSTRUCTION SITE",466,29820
791,7,"CONVENIENCE STORE",153,29857
792,7,"CREDIT UNION",4,29894
793,7,"CTA BUS",581,29926
794,7,"CTA BUS STOP",175,29953
795,7,"CTA GARAGE / OTHER PROPERTY",452,29985
796,7,"CTA PLATFORM",775,30032
797,7,"CTA PROPERTY",1,30064
798,7,"CTA STATION",71,30096
799,7,"CTA TRACKS - RIGHT OF WAY",3,30127
800,7,"CTA TRAIN",599,30172
801,7,"CURRENCY EXCHANGE",130,30201
802,7,"DAY CARE CENTER",98,30238
803,7,"DELIVERY TRUCK",34,30273
804,7,"DEPARTMENT STORE",247,30307
805,7,"DRIVEWAY - RESIDENTIAL",488,30343
806,7,"DRUG STORE",418,30385
807,7,"FACTORY/MANUFACTURING BUILDING",248,30415
808,7,"FEDERAL BUILDING",16,30465
809,7,"FIRE STATION",132,30501
810,7,"FOREST PRESERVE",5,30533
811,7,"GANGWAY",2,30568
812,7,"GARAGE",3,30595
813,7,"GAS STATION",1322,30621
814,7,"GOVERNMENT BUILDING/PROPERTY",302,30652
815,7,"GROCERY FOOD STORE",1446,30700
816,7,"HIGHWAY/EXPRESSWAY",17,30738
817,7,"HOSPITAL BUILDING/GROUNDS",712,30776
818,7,"HOTEL/MOTEL",674,30821
819,7,"HOUSE",18,30852
820,7,"JAIL / LOCK-UP FACILITY",37,30877
821,7,"LAKEFRONT/WATERFRONT/RIVERBANK",17,30920
822,7,"LIBRARY",28,30970
823,7,"MEDICAL/DENTAL OFFICE",110,30997
824,7,"MOVIE HOUSE/THEATER",11,31038
825,7,"NEWSSTAND",12,31077
826,7,"NURSING HOME/RETIREMENT HOME",530,31106
827,7,"OTHER",5238,31154
828,7,"OTHER COMMERCIAL TRANSPORTATION",101,31179
829,7,"OTHER RAILROAD PROP / TRAIN DEPOT",197,31230
830,7,"PARK PROPERTY",453,31283
831,7,"PARKING LOT",5,31316
832,7,"PARKING LOT/GARAGE(NON.RESID.)",5727,31347
833,7,"PAWN SHOP",3,31397
834,7,"POLICE FACILITY/VEH PARKING LOT",378,31426
835,7,"POOL ROOM",20,31477
836,7,"PORCH",2,31506
837,7,"RESIDENCE",30632,31531
838,7,"RESIDENCE PORCH/HALLWAY",1919,31560
839,7,"RESIDENCE-GARAGE",4322,31603
840,7,"RESIDENTIAL YARD (FRONT/BACK)",1529,31639
841,7,"RESTAURANT",1212,31688
842,7,"RETAIL STORE",2,31718
843,7,"SAVINGS AND LOAN",5,31750
844,7,"SCHOOL, PRIVATE, BUILDING",359,31786
845,7,"SCHOOL, PRIVATE, GROUNDS",128,31831
846,7,"SCHOOL, PUBLIC, BUILDING",3069,31875
847,7,"SCHOOL, PUBLIC, GROUNDS",932,31919
848,7,"SIDEWALK",6559,31962
849,7,"SMALL RETAIL STORE",933,31990
850,7,"SPORTS ARENA/STADIUM",53,32028
851,7,"STAIRWELL",1,32068
852,7,"STREET",38351,32097
853,7,"TAVERN/LIQUOR STORE",81,32123
854,7,"TAXICAB",128,32162
855,7,"VACANT LOT",3,32189
856,7,"VACANT LOT/LAND",434,32219
857,7,"VEHICLE - DELIVERY TRUCK",1,32254
858,7,"VEHICLE - OTHER RIDE SERVICE",6,32298
859,7,"VEHICLE NON-COMMERCIAL",2070,32346
860,7,"VEHICLE-COMMERCIAL",143,32388
861,7,"WAREHOUSE",284,32426
862,7,"YARD",5,32455
863,8,"",135,32479
864,8,"ABANDONED BUILDING",326,32499
865,8,"AIRCRAFT",21,32537
866,8,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",30,32565
867,8,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",27,32632
868,8,"AIRPORT EXTERIOR - NON-SECURE AREA",17,32695
869,8,"AIRPORT EXTERIOR - SECURE AREA",6,32749
870,8,"AIRPORT PARKING LOT",36,32799
871,8,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",176,32838
872,8,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",18,32904
873,8,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",2,32966
874,8,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",34,33030
875,8,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",238,33096
876,8,"AIRPORT TRANSPORTATION SYSTEM (ATS)",9,33158
877,8,"AIRPORT VENDING ESTABLISHMENT",40,33213
878,8,"AIRPORT/AIRCRAFT",1079,33262
879,8,"ALLEY",2917,33298
880,8,"ANIMAL HOSPITAL",31,33323
881,8,"APARTMENT",27687,33358
882,8,"APPLIANCE STORE",25,33387
883,8,"ATHLETIC CLUB",298,33422
884,8,"ATM (AUTOMATIC TELLER MACHINE)",267,33455
885,8,"AUTO",16,33505
886,8,"BANK",1254,33529
887,8,"BAR OR TAVERN",91,33553
888,8,"BARBERSHOP",159,33586
889,8,"BASEMENT",1,33616
890,8,"BOAT/WATERCRAFT",17,33644
891,8,"BOWLING ALLEY",3,33679
892,8,"BRIDGE",6,33712
893,8,"CAR WASH",88,33738
894,8,"CEMETARY",16,33766
895,8,"CHA APARTMENT",1195,33794
896,8,"CHA GROUNDS",3,33827
897,8,"CHA HALLWAY",1,33858
898,8,"CHA HALLWAY/STAIRWELL/ELEVATOR",842,33889
899,8,"CHA LOBBY",1,33939
900,8,"CHA PARKING LOT/GROUNDS",1678,33968
901,8,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",515,34011
902,8,"CLEANING STORE",148,34064
903,8,"COIN OPERATED MACHINE",27,34098
904,8,"COLLEGE/UNIVERSITY GROUNDS",216,34139
905,8,"COLLEGE/UNIVERSITY RESIDENCE HALL",26,34185
906,8,"COMMERCIAL / BUSINESS OFFICE",2365,34238
907,8,"CONSTRUCTION SITE",437,34286
908,8,"CONVENIENCE STORE",274,34323
909,8,"CREDIT UNION",28,34360
910,8,"CTA ""L"" PLATFORM",1,34392
911,8,"CTA BUS",725,34428
912,8,"CTA BUS STOP",208,34455
913,8,"CTA GARAGE / OTHER PROPERTY",620,34487
914,8,"CTA PLATFORM",1417,34534
915,8,"CTA STATION",102,34566
916,8,"CTA TRACKS - RIGHT OF WAY",3,34597
917,8,"CTA TRAIN",885,34642
918,8,"CURRENCY EXCHANGE",375,34671
919,8,"DAY CARE CENTER",200,34708
920,8,"DELIVERY TRUCK",58,34743
921,8,"DEPARTMENT STORE",680,34777
922,8,"DRIVEWAY - RESIDENTIAL",526,34813
923,8,"DRUG STORE",942,34855
924,8,"FACTORY/MANUFACTURING BUILDING",293,34885
925,8,"FEDERAL BUILDING",32,34935
926,8,"FIRE STATION",142,34971
927,8,"FOREST PRESERVE",10,35003
928,8,"GANGWAY",2,35038
929,8,"GARAGE",3,35065
930,8,"GAS STATION",1677,35091
931,8,"GAS STATION DRIVE/PROP.",1,35122
932,8,"GOVERNMENT BUILDING/PROPERTY",766,35165
933,8,"GROCERY FOOD STORE",2361,35213
934,8,"HALLWAY",4,35251
935,8,"HIGHWAY/EXPRESSWAY",21,35278
936,8,"HOSPITAL BUILDING/GROUNDS",830,35316
937,8,"HOTEL/MOTEL",790,35361
938,8,"HOUSE",13,35392
939,8,"JAIL / LOCK-UP FACILITY",33,35417
940,8,"LAKEFRONT/WATERFRONT/RIVERBANK",22,35460
941,8,"LAUNDRY ROOM",1,35510
942,8,"LIBRARY",52,35542
943,8,"MEDICAL/DENTAL OFFICE",246,35569
944,8,"MOVIE HOUSE/THEATER",7,35610
945,8,"NEWSSTAND",13,35649
946,8,"NURSING HOME",2,35678
947,8,"NURSING HOME/RETIREMENT HOME",583,35710
948,8,"OFFICE",3,35758
949,8,"OTHER",8846,35784
950,8,"OTHER COMMERCIAL TRANSPORTATION",109,35809
951,8,"OTHER RAILROAD PROP / TRAIN DEPOT",203,35860
952,8,"PARK PROPERTY",786,35913
953,8,"PARKING LOT",4,35946
954,8,"PARKING LOT/GARAGE(NON.RESID.)",7385,35977
955,8,"PAWN SHOP",4,36027
956,8,"POLICE FACILITY/VEH PARKING LOT",659,36056
957,8,"POOL ROOM",31,36107
958,8,"PORCH",6,36136
959,8,"PUBLIC HIGH SCHOOL",1,36161
960,8,"RAILROAD PROPERTY",3,36199
961,8,"RESIDENCE",47995,36236
962,8,"RESIDENCE PORCH/HALLWAY",2853,36265
963,8,"RESIDENCE-GARAGE",5454,36308
964,8,"RESIDENTIAL YARD (FRONT/BACK)",2146,36344
965,8,"RESTAURANT",1650,36393
966,8,"RETAIL STORE",4,36423
967,8,"RIVER BANK",1,36455
968,8,"SAVINGS AND LOAN",14,36485
969,8,"SCHOOL YARD",1,36521
970,8,"SCHOOL, PRIVATE, BUILDING",805,36552
971,8,"SCHOOL, PRIVATE, GROUNDS",286,36597
972,8,"SCHOOL, PUBLIC, BUILDING",12226,36641
973,8,"SCHOOL, PUBLIC, GROUNDS",2726,36685
974,8,"SIDEWALK",9855,36728
975,8,"SMALL RETAIL STORE",1799,36756
976,8,"SPORTS ARENA/STADIUM",74,36794
977,8,"STREET",48645,36834
978,8,"TAVERN",1,36860
979,8,"TAVERN/LIQUOR STORE",161,36886
980,8,"TAXICAB",132,36925
981,8,"VACANT LOT",3,36952
982,8,"VACANT LOT/LAND",698,36982
983,8,"VEHICLE - DELIVERY TRUCK",1,37017
984,8,"VEHICLE - OTHER RIDE SERVICE",7,37061
985,8,"VEHICLE NON-COMMERCIAL",2738,37109
986,8,"VEHICLE-COMMERCIAL",176,37151
987,8,"WAREHOUSE",423,37189
988,8,"WOODED AREA",1,37218
989,8,"YARD",6,37249
990,9,"",173,37273
991,9,"ABANDONED BUILDING",594,37293
992,9,"AIRCRAFT",12,37331
993,9,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",40,37359
994,9,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",12,37426
995,9,"AIRPORT EXTERIOR - NON-SECURE AREA",31,37489
996,9,"AIRPORT EXTERIOR - SECURE AREA",12,37543
997,9,"AIRPORT PARKING LOT",28,37593
998,9,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",100,37632
999,9,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",25,37698
1000,9,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",7,37760
1001,9,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",23,37824
1002,9,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",197,37890
1003,9,"AIRPORT TRANSPORTATION SYSTEM (ATS)",3,37952
1004,9,"AIRPORT VENDING ESTABLISHMENT",36,38007
1005,9,"AIRPORT/AIRCRAFT",1027,38056
1006,9,"ALLEY",3447,38092
1007,9,"ANIMAL HOSPITAL",54,38117
1008,9,"APARTMENT",32471,38152
1009,9,"APPLIANCE STORE",69,38181
1010,9,"ATHLETIC CLUB",346,38216
1011,9,"ATM (AUTOMATIC TELLER MACHINE)",687,38249
1012,9,"AUTO",20,38299
1013,9,"BANK",4152,38323
1014,9,"BAR OR TAVERN",138,38347
1015,9,"BARBERSHOP",238,38380
1016,9,"BOAT/WATERCRAFT",22,38410
1017,9,"BOWLING ALLEY",5,38445
1018,9,"BRIDGE",15,38478
1019,9,"CAR WASH",115,38504
1020,9,"CEMETARY",15,38532
1021,9,"CHA APARTMENT",1482,38560
1022,9,"CHA HALLWAY",1,38593
1023,9,"CHA HALLWAY/STAIRWELL/ELEVATOR",1182,38624
1024,9,"CHA PARKING LOT/GROUNDS",2203,38674
1025,9,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",794,38717
1026,9,"CLEANING STORE",164,38770
1027,9,"COIN OPERATED MACHINE",31,38804
1028,9,"COLLEGE/UNIVERSITY GROUNDS",403,38845
1029,9,"COLLEGE/UNIVERSITY RESIDENCE HALL",63,38891
1030,9,"COMMERCIAL / BUSINESS OFFICE",4062,38944
1031,9,"CONSTRUCTION SITE",494,38992
1032,9,"CONVENIENCE STORE",379,39029
1033,9,"CREDIT UNION",68,39066
1034,9,"CTA BUS",673,39098
1035,9,"CTA BUS STOP",193,39125
1036,9,"CTA GARAGE / OTHER PROPERTY",582,39157
1037,9,"CTA PLATFORM",1484,39204
1038,9,"CTA STATION",140,39236
1039,9,"CTA TRACKS - RIGHT OF WAY",5,39267
1040,9,"CTA TRAIN",638,39312
1041,9,"CURRENCY EXCHANGE",689,39341
1042,9,"DAY CARE CENTER",209,39378
1043,9,"DELIVERY TRUCK",71,39413
1044,9,"DEPARTMENT STORE",1713,39447
1045,9,"DRIVEWAY",1,39483
1046,9,"DRIVEWAY - RESIDENTIAL",542,39511
1047,9,"DRUG STORE",1437,39553
1048,9,"DUMPSTER",3,39583
1049,9,"FACTORY/MANUFACTURING BUILDING",335,39611
1050,9,"FEDERAL BUILDING",68,39661
1051,9,"FIRE STATION",56,39697
1052,9,"FOREST PRESERVE",5,39729
1053,9,"GANGWAY",2,39764
1054,9,"GARAGE",2,39791
1055,9,"GARAGE/AUTO REPAIR",4,39817
1056,9,"GAS STATION",2000,39855
1057,9,"GOVERNMENT BUILDING/PROPERTY",1172,39886
1058,9,"GROCERY FOOD STORE",3227,39934
1059,9,"HALLWAY",3,39972
1060,9,"HIGHWAY/EXPRESSWAY",21,39999
1061,9,"HOSPITAL",2,40037
1062,9,"HOSPITAL BUILDING/GROUNDS",1094,40065
1063,9,"HOTEL/MOTEL",1033,40110
1064,9,"HOUSE",32,40141
1065,9,"JAIL / LOCK-UP FACILITY",40,40166
1066,9,"LAKEFRONT/WATERFRONT/RIVERBANK",31,40209
1067,9,"LIBRARY",267,40259
1068,9,"MEDICAL/DENTAL OFFICE",514,40286
1069,9,"MOVIE HOUSE/THEATER",17,40327
1070,9,"NEWSSTAND",8,40366
1071,9,"NURSING HOME/RETIREMENT HOME",748,40395
1072,9,"OFFICE",1,40443
1073,9,"OTHER",13876,40469
1074,9,"OTHER COMMERCIAL TRANSPORTATION",138,40494
1075,9,"OTHER RAILROAD PROP / TRAIN DEPOT",152,40545
1076,9,"PARK PROPERTY",1028,40598
1077,9,"PARKING LOT",5,40631
1078,9,"PARKING LOT/GARAGE(NON.RESID.)",7978,40662
1079,9,"PAWN SHOP",31,40712
1080,9,"POLICE FACILITY/VEH PARKING LOT",864,40741
1081,9,"POOL ROOM",54,40792
1082,9,"PORCH",7,40821
1083,9,"RESIDENCE",69169,40846
1084,9,"RESIDENCE PORCH/HALLWAY",3784,40875
1085,9,"RESIDENCE-GARAGE",5600,40918
1086,9,"RESIDENTIAL YARD (FRONT/BACK)",2497,40954
1087,9,"RESTAURANT",2322,41003
1088,9,"SAVINGS AND LOAN",31,41033
1089,9,"SCHOOL YARD",1,41069
1090,9,"SCHOOL, PRIVATE, BUILDING",1014,41100
1091,9,"SCHOOL, PRIVATE, GROUNDS",228,41145
1092,9,"SCHOOL, PUBLIC, BUILDING",15825,41189
1093,9,"SCHOOL, PUBLIC, GROUNDS",1581,41233
1094,9,"SIDEWALK",12118,41276
1095,9,"SMALL RETAIL STORE",3723,41304
1096,9,"SPORTS ARENA/STADIUM",89,41342
1097,9,"STREET",51981,41382
1098,9,"TAVERN",1,41408
1099,9,"TAVERN/LIQUOR STORE",270,41434
1100,9,"TAXICAB",142,41473
1101,9,"TRUCK",1,41500
1102,9,"TRUCKING TERMINAL",1,41525
1103,9,"VACANT LOT",8,41562
1104,9,"VACANT LOT/LAND",1109,41592
1105,9,"VEHICLE - DELIVERY TRUCK",4,41627
1106,9,"VEHICLE - OTHER RIDE SERVICE",9,41671
1107,9,"VEHICLE NON-COMMERCIAL",3261,41719
1108,9,"VEHICLE-COMMERCIAL",248,41761
1109,9,"VESTIBULE",1,41799
1110,9,"WAREHOUSE",530,41828
1111,9,"WOODED AREA",1,41857
1112,9,"YARD",4,41888
1113,10,"",174,41912
1114,10,"ABANDONED BUILDING",721,41932
1115,10,"AIRCRAFT",19,41970
1116,10,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",27,41998
1117,10,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",19,42065
1118,10,"AIRPORT EXTERIOR - NON-SECURE AREA",25,42128
1119,10,"AIRPORT EXTERIOR - SECURE AREA",6,42182
1120,10,"AIRPORT PARKING LOT",31,42232
1121,10,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",65,42271
1122,10,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",17,42337
1123,10,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",5,42399
1124,10,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",21,42463
1125,10,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",207,42529
1126,10,"AIRPORT TRANSPORTATION SYSTEM (ATS)",1,42591
1127,10,"AIRPORT VENDING ESTABLISHMENT",30,42646
1128,10,"AIRPORT/AIRCRAFT",721,42695
1129,10,"ALLEY",4751,42731
1130,10,"ANIMAL HOSPITAL",41,42756
1131,10,"APARTMENT",29271,42791
1132,10,"APPLIANCE STORE",101,42820
1133,10,"ATHLETIC CLUB",416,42855
1134,10,"ATM (AUTOMATIC TELLER MACHINE)",297,42888
1135,10,"AUTO",22,42938
1136,10,"BANK",2082,42962
1137,10,"BAR OR TAVERN",155,42986
1138,10,"BARBERSHOP",279,43019
1139,10,"BOAT/WATERCRAFT",21,43049
1140,10,"BOWLING ALLEY",12,43084
1141,10,"BRIDGE",15,43117
